Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
  111,  0.5550,  0.0000,  0.0000,  1.0035,  1.0070,  0.8690,  0.7551, -0.5221,  0.2725
  112,  0.5600,  0.0000,  0.0000,  1.0035,  1.0070,  0.8677,  0.7528, -0.5280,  0.2788
  113,  0.5650,  0.0000,  0.0000,  1.0035,  1.0071,  0.8661,  0.7502, -0.5345,  0.2857
  114,  0.5700,  0.0000,  0.0000,  1.0036,  1.0071,  0.8647,  0.7478, -0.5412,  0.2929
  115,  0.5750, -0.0000,  0.0000,  1.0036,  1.0071,  0.8637,  0.7460, -0.5462,  0.2983
  116,  0.5800,  0.0000,  0.0000,  1.0036,  1.0072,  0.8633,  0.7452, -0.5474,  0.2996
  117,  0.5850,  0.0000,  0.0000,  1.0036,  1.0072,  0.8635,  0.7456, -0.5439,  0.2959
  118,  0.5900, -0.0000,  0.0000,  1.0036,  1.0072,  0.8644,  0.7472, -0.5367,  0.2880
  119,  0.5950,  0.0000,  0.0000,  1.0036,  1.0072,  0.8661,  0.7501, -0.5268,  0.2775
  120,  0.6000,  0.0000,  0.0000,  1.0036,  1.0072,  0.8684,  0.7542, -0.5146,  0.2648
  121,  0.6050,  0.0000,  0.0000,  1.0036,  1.0072,  0.8713,  0.7592, -0.4985,  0.2485
  122,  0.6100,  0.0000,  0.0000,  1.0036,  1.0071,  0.8746,  0.7649, -0.4802,  0.2306
  123,  0.6150,  0.0000,  0.0000,  1.0036,  1.0071,  0.8781,  0.7711, -0.4618,  0.2133
  124,  0.6200,  0.0000,  0.0000,  1.0035,  1.0071,  0.8817,  0.7774, -0.4431,  0.1964
  125,  0.6250,  0.0000, -0.0000,  0.0401,  0.1967,  0.0354,  0.1734, -0.0170,  0.0834
  126,  0.6300,  0.0000,  0.0000,  1.0035,  1.0071,  0.8879,  0.7884, -0.4089,  0.1672
  127,  0.6350,  0.0000,  0.0000,  1.0035,  1.0071,  0.8903,  0.7927, -0.3950,  0.1560
  128,  0.6400,  0.0000,  0.0000,  1.0035,  1.0071,  0.8923,  0.7961, -0.3828,  0.1466
  129,  0.6450, -0.0000,  0.0000,  1.0036,  1.0071,  0.8938,  0.7989, -0.3717,  0.1382
  130,  0.6500,  0.0000,  0.0000,  1.0036,  1.0071,  0.8951,  0.8012, -0.3623,  0.1312
  131,  0.6550,  0.0000,  0.0000,  1.0036,  1.0072,  0.8961,  0.8030, -0.3541,  0.1254
  132,  0.6600,  0.0000,  0.0000,  1.0036,  1.0071,  0.8969,  0.8045, -0.3465,  0.1200
  133,  0.6650,  0.0000,  0.0000,  1.0036,  1.0071,  0.8975,  0.8055, -0.3400,  0.1156
  134,  0.6700,  0.0000,  0.0000,  1.0036,  1.0071,  0.8978,  0.8061, -0.3352,  0.1124
  135,  0.6750,  0.0000, -0.0000,  1.0035,  1.0071,  0.8978,  0.8061, -0.3331,  0.1110
  136,  0.6800, -0.0000,  0.0000,  1.0035,  1.0071,  0.8974,  0.8054, -0.3333,  0.1111
  137,  0.6850, -0.0000,  0.0000,  1.0035,  1.0071,  0.8966,  0.8039, -0.3369,  0.1135
  138,  0.6900,  0.0000,  0.0000,  1.0035,  1.0071,  0.8954,  0.8017, -0.3420,  0.1170
  139,  0.6950, -0.0000,  0.0000,  1.0035,  1.0071,  0.8938,  0.7989, -0.3496,  0.1223
  140,  0.7000, -0.0000,  0.0000,  1.0036,  1.0071,  0.8920,  0.7957, -0.3601,  0.1297
  141,  0.7050, -0.0000,  0.0000,  1.0036,  1.0071,  0.8900,  0.7922, -0.3707,  0.1374
  142,  0.7100, -0.0000,  0.0000,  1.0036,  1.0071,  0.8881,  0.7887, -0.3805,  0.1448
  143,  0.7150, -0.0000,  0.0000,  1.0036,  1.0072,  0.8863,  0.7855, -0.3884,  0.1509
  144,  0.7200, -0.0000,  0.0000,  1.0036,  1.0072,  0.8848,  0.7829, -0.3949,  0.1560
  145,  0.7250, -0.0000,  0.0000,  1.0036,  1.0072,  0.8839,  0.7812, -0.4002,  0.1602
  146,  0.7300, -0.0000,  0.0000,  1.0036,  1.0072,  0.8834,  0.7805, -0.4040,  0.1632
  147,  0.7350,  0.0000,  0.0000,  1.0036,  1.0071,  0.8835,  0.7805, -0.4052,  0.1642
  148,  0.7400, -0.0000,  0.0000,  1.0036,  1.0071,  0.8839,  0.7813, -0.4038,  0.1631
  149,  0.7450, -0.0000, -0.0000,  1.0036,  1.0071,  0.8845,  0.7824, -0.4011,  0.1609
  150,  0.7500, -0.0000,  0.0000,  0.0401,  0.1967,  0.0354,  0.1735, -0.0159,  0.0780
  151,  0.7550, -0.0000,  0.0000,  1.0035,  1.0071,  0.8858,  0.7846, -0.3958,  0.1566
  152,  0.7600, -0.0000,  0.0000,  1.0035,  1.0071,  0.8862,  0.7853, -0.3934,  0.1548
  153,  0.7650, -0.0000, -0.0000,  1.0035,  1.0071,  0.8863,  0.7856, -0.3925,  0.1541
  154,  0.7700, -0.0000,  0.0000,  1.0035,  1.0071,  0.8862,  0.7854, -0.3922,  0.1538
